37.91504949783276, -122.33512958006736, 2.0
37.915376888774496, -122.33495458241816, 4.0
37.91524833885673, -122.33502700206157, 2.0
37.915520250763485, -122.334700443114, 4
37.91547898793183, -122.3345556038272, 2.0
37.91538482394724, -122.33422904487963, 2.0
37.91533932894521, -122.33406543012973, 5
37.915258919105355, -122.33377239879485, 5
37.915208662910814, -122.33360006686564, 2.0
37.9151435943132, -122.33336939689036, 2.0
37.91512402082135, -122.3332949655902, 3
37.91518750239758, -122.33301936861392, 3
37.91528325367143, -122.33297846492644, 5
37.91548533606129, -122.33288458761092, 5
37.915602682245385, -122.3328288863255, 2.0
37.91584602640661, -122.33270818691983, 2.0
37.91591585545205, -122.33267600041165, 5
37.91614438641002, -122.33258748751416, 5
37.91627346376696, -122.33251775007977, 5
37.916478717458226, -122.33242119055524, 2.0
37.91723413074987, -122.33209396105542, 2.0
37.917316654420915, -122.33205641012921, 5
37.917399177999364, -122.33201349478497, 5
37.91746688958434, -122.33198935490384, 2.0
37.91782819331604, -122.33182171684041, 4
37.91783771520592, -122.33176740210786, 4
37.91782131639483, -122.33173454504742, 5
37.917761540052496, -122.33160378735795, 5
